DUBINS
(394.016714, 352.556765, 12.853969)
(394.423881, 352.266567, 12.883921)
(394.831048, 351.976368, 12.913873)
(395.238214, 351.686169, 12.943826)
(395.645381, 351.395971, 12.973778)
(396.052548, 351.105772, 13.003731)
(396.459715, 350.815574, 13.033683)
(396.866882, 350.525375, 13.063635)
(397.274048, 350.235177, 13.093588)
(397.681215, 349.944978, 13.12354)
(398.088382, 349.65478, 13.153492)
(398.495549, 349.364581, 13.183445)
(398.902716, 349.074382, 13.213397)
(399.309882, 348.784184, 13.24335)
(399.717049, 348.493985, 13.273302)
(400.124216, 348.203787, 13.303254)
(400.531383, 347.913588, 13.333207)
(400.938549, 347.62339, 13.363159)
(401.345716, 347.333191, 13.393112)
(401.752883, 347.042992, 13.423064)
(402.16005, 346.752794, 13.453016)
(402.567217, 346.462595, 13.482969)
(402.974383, 346.172397, 13.512921)
(403.38155, 345.882198, 13.542873)
(403.788717, 345.592, 13.572826)
(404.195884, 345.301801, 13.602778)
(404.603051, 345.011603, 13.632731)
(405.010217, 344.721404, 13.662683)
(405.417384, 344.431205, 13.692635)
(405.824551, 344.141007, 13.722588)
(406.231718, 343.850808, 13.75254)
(406.638885, 343.56061, 13.782493)
(407.046051, 343.270411, 13.812445)
(407.453218, 342.980213, 13.842397)
(407.860385, 342.690014, 13.87235)
(408.267552, 342.399816, 13.902302)
(408.674718, 342.109617, 13.932254)
(409.081885, 341.819418, 13.962207)
(409.489052, 341.52922, 13.992159)
(409.896219, 341.239021, 14.022112)
(410.303386, 340.948823, 14.052064)
(410.710552, 340.658624, 14.082016)
(411.117719, 340.368426, 14.111969)
(411.524886, 340.078227, 14.141921)
(411.932053, 339.788028, 14.171873)
(412.33922, 339.49783, 14.201826)
(412.746386, 339.207631, 14.231778)
(413.153553, 338.917433, 14.261731)
(413.56072, 338.627234, 14.291683)
(413.967887, 338.337036, 14.321635)
(414.375054, 338.046837, 14.351588)
(414.78222, 337.756639, 14.38154)
(415.189387, 337.46644, 14.411493)
(415.596554, 337.176241, 14.441445)
(416.003721, 336.886043, 14.471397)
(416.410888, 336.595844, 14.50135)
(416.818054, 336.305646, 14.531302)
(417.225221, 336.015447, 14.561254)
(417.632388, 335.725249, 14.591207)
(418.039555, 335.43505, 14.621159)
(418.446721, 335.144851, 14.651112)
(418.853888, 334.854653, 14.681064)
(419.261055, 334.564454, 14.711016)
(419.668222, 334.274256, 14.740969)
(420.075389, 333.984057, 14.770921)
(420.482555, 333.693859, 14.800874)
(420.889722, 333.40366, 14.830826)
(421.296889, 333.113462, 14.860778)
(421.704056, 332.823263, 14.890731)
(422.111223, 332.533064, 14.920683)
(422.518389, 332.242866, 14.950635)
(422.925556, 331.952667, 14.980588)
(423.332723, 331.662469, 15.01054)
(423.73989, 331.37227, 15.040493)
(424.147057, 331.082072, 15.070445)
(424.554223, 330.791873, 15.100397)
(424.96139, 330.501675, 15.13035)
(425.368557, 330.211476, 15.160302)
(425.775724, 329.921277, 15.190254)
(426.18289, 329.631079, 15.220207)
(426.590057, 329.34088, 15.250159)
(426.997224, 329.050682, 15.280112)
(427.404391, 328.760483, 15.310064)
(427.811558, 328.470285, 15.340016)
(428.218724, 328.180086, 15.369969)
(428.625891, 327.889887, 15.399921)
(429.033058, 327.599689, 15.429874)
(429.440225, 327.30949, 15.459826)
(429.847392, 327.019292, 15.489778)
(430.254558, 326.729093, 15.519731)
(430.661725, 326.438895, 15.549683)
(431.068892, 326.148696, 15.579635)
(431.476059, 325.858498, 15.609588)
(431.883226, 325.568299, 15.63954)
(432.290392, 325.2781, 15.669493)
(432.697559, 324.987902, 15.699445)
(433.104726, 324.697703, 15.729397)
(433.511893, 324.407505, 15.75935)
(433.91906, 324.117306, 15.789302)
(434.326226, 323.827108, 15.819255)
(434.733393, 323.536909, 15.849207)
(435.14056, 323.246711, 15.879159)
(435.547727, 322.956512, 15.909112)
(435.954893, 322.666313, 15.939064)
(436.36206, 322.376115, 15.969016)
(436.769227, 322.085916, 15.998969)
(437.176394, 321.795718, 16.028921)
(437.583561, 321.505519, 16.058874)
